agent,userType,policy_mode,producer,policy_number,premium_amount_written,premium_amount,policy_type,company_name,category_name,policy_start_date,policy_end_date,csr,account_name,email,gender,firstname,city,account_type,phone,address,state,zip,dob,primary,Applicant ID,agency_id,hasActive ClientPolicy
Alex Watson,Active Client,12,Roy Dries,QDXGC01PU4RR,,16744,Single,Tarheel Insurance,Worker's Compensation,2018-08-21,2019-08-21,Cara Mccoy,Albert Smith & Tammie Warren,pthomsen@verizon.net,,Albert Smith,,Commercial,(828) 545-5265,,,,1976-08-20,,,,
Alex Watson,Active Client,12,Quinton Spece,OBEAINKOCJB0,,250,Single,Travelers Prop Cas Co Of Amer,General Liability,2018-06-19,2019-06-19,Harley Kerr,Iona Smith & Kurtis Howard,petersen@me.com,,Iona Smith,WINSTON SALEM,Commercial,(336) 816-5800,120 Club Oaks,NC,27104-____,1976-08-20,,,,
Alex Watson,Active Client,12,Lucius Mease,G6U50WSC2YFA,,921,Single,Metlife Ins Co Of Ct,Commercial Auto,2018-06-28,2019-06-28,Todd Mckee,Barbara Smith & Kathy Case,leocharre@msn.com,,Barbara Smith,WINSTON SALEM,Commercial,(336) 816-5800,120 Club Oaks,NC,27104-____,1959-09-03,,,,
Alex Watson,Active Client,12,Irvin Cline,24YAYCZJHJBI,,437,Single,Travelers Prop Cas Co Of Amer,Worker's Compensation,2018-06-19,2019-06-19,Sherri Austin,Geneivee Johnson & Elva Potter,jaxweb@yahoo.ca,,Geneivee Johnson,WINSTON SALEM,Commercial,(336) 816-5800,120 Club Oaks,NC,27104-____,1974-09-08,,,,
Alex Watson,Active Client,12,Annalisa Rendon,DX32V2WFBX8O,,15904,Single,National General Ins Online Inc,Commercial Auto,2018-03-05,2019-03-05,Lacy Gibson,David Jenkins & Brent Bush,rtanter@comcast.net,,David Jenkins,,Commercial,(336) 306-6599,,,,1974-09-08,,,,
Alex Watson,Active Client,12,Emmaline Ceja,ANK3KLFDFQID,,453,Single,HANOVER,General Liability,2019-01-11,2020-01-11,Wyatt Holland,"Kenneth Burton, Jr. & Ollie Monroe",grinder@yahoo.com,,"Kenneth Burton, Jr.",,Commercial,(336) 306-6599,,,,1993-09-02,,,,
Alex Watson,Active Client,12,Fransisca Mach,T31XR2KDYGXA,,946,Single,Nationwide Mut Ins Co_Copy,Business Owners,2018-11-21,2019-11-21,Kris Owen,Dale Cook & Myrtle Mack,tbusch@sbcglobal.net,,Dale Cook,Winston Salem,Commercial,(336) 692-4651,501 Thurston St,NC,27103-1609,1989-08-18,,,,
Alex Watson,Active Client,12,Carlos Ericsson,BA7GHBJEK65P,,7710,Package,Nationwide Mut Ins Co,Commercial Package,2018-06-19,2019-06-19,Luann Summers,Barney Bridges & Peggy Larson,scottzed@mac.com,,Barney Bridges,Atlantic Beach,Commercial,(504) 453-3604,505 Atlantic Beach Cswy,NC,28512-7341,1989-08-18,,,,
Alex Watson,Active Client,12,Hoyt Pressler,3Q5S7A0KWY8P,,7710,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-06-19,2019-06-19,Opal Orozco,Will Binkley & Buford Herman,ivoibs@yahoo.com,,Will Binkley,Atlantic Beach,Commercial,(504) 453-3604,505 Atlantic Beach Cswy,NC,28512-7341,1989-08-18,,,,
Alex Watson,Active Client,12,Alayna Meekins,MS1OW0FVKK25,,6323,Package,Nationwide Mut Ins Co,Commercial Package,2018-09-01,2019-09-01,Bobbi Moore,Mark Reed & Louisa Moore,denism@live.com,,Mark Reed,Pfafftown,Commercial,(504) 453-3604,5947 Twin Meadows Dr,NC,27040-9202,1989-08-18,,,,
Alex Watson,Active Client,12,Cindi Paschall,D1SP17UVQMBQ,,6708,Single,NCIUA,Commercial Property,2018-06-18,2019-06-18,Lola Yu,Connie Cook & Martin Whitney,kewley@yahoo.ca,,Connie Cook,Atlantic Beach,Commercial,(504) 453-3604,505 Atlantic Beach Cswy,NC,28512-7341,1994-11-17,,,,
Alex Watson,Active Client,12,Tennille Brinkerhoff,6D0VHJ5CVJVE,,1578,Single,Amtrust Group,Worker's Compensation,2018-07-09,2019-07-09,Jesus Chase,Joy Hoover & Mose Lyons,marcs@hotmail.com,,Joy Hoover,Atlantic Beach,Commercial,(504) 453-3604,505 Atlantic Beach Cswy,NC,28512-7341,1994-11-17,,,,
Alex Watson,Active Client,6,Crista Manuel,80Q36544ARVO,,684.03,Single,Nationwide Gen Ins Co_Copy,Personal Auto,2018-11-28,2019-05-28,Beulah Osborne,Thorne Worley & Kareem Palmer,heidrich@outlook.com,,Thorne Worley,Winston Salem,Commercial,3274775576,3911 Reynolda Rd,NC,27106-1711,1994-11-17,,,,
Alex Watson,Active Client,6,Justine Hockenberry,B2379COCLGHV,,684.03,Single,Nationwide Gen Ins Co_Copy,Personal Auto,2018-11-28,2019-05-28,Selma Arnold,Libby Pope & Flora Dalton,vsprintf@att.net,,Libby Pope,Winston Salem,Commercial,4671489039,3911 Reynolda Rd,NC,27106-1711,1994-11-17,,,,
Alex Watson,Active Client,12,Felicidad Krahn,NZI3USX2DLJZ,,26035,Package,Nationwide Mut Ins Co,Commercial Package,2018-08-22,2019-08-22,Clint Garza,Della Ayers & Jorge Banks,fudrucker@yahoo.ca,,Della Ayers,Bedford,Commercial,(603) 660-3486,130 Wallace Rd,NH,03110-5138,1989-04-17,,,,
Alex Watson,Active Client,12,Anita Vanderbilt,80TJ5DGDJ51Q,,26013,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-08-22,2019-08-22,Simone Sharp,Lawrence Dillon & Jody Rivera,dunstan@me.com,,Lawrence Dillon,Bedford,Commercial,(603) 660-3486,130 Wallace Rd,NH,03110-5138,1993-02-20,,,,
Alex Watson,Active Client,12,Zaida Densmore,EYSANGTLB7D8,,1229,Single,HANOVER,General Liability,2018-11-08,2019-11-08,Leslie Prince,Carolyn Miller & Jae Blake,kidehen@optonline.net,,Carolyn Miller,,Commercial,(336) 245-4939,,,,1955-03-04,,,,
Alex Watson,Active Client,12,Weston Ellinger,RD1M5ZMDGEQA,,550,Single,Nationwide Mut Ins Co,Business Owners,2018-10-08,2019-10-08,Jaime Meadows,Donna Norman & Cruz Curtis,dmouse@verizon.net,,Donna Norman,Winston Salem,Commercial,(336) 725-3871,520 N Liberty St,NC,27101-2911,1976-08-20,,,,
Alex Watson,Active Client,12,Isabell Nourse,AIW2G3592KHR,,562,Single,Travelers Prop Cas Co Of Amer,General Liability,2018-07-18,2019-07-18,Lisa Palmer,Chule Walker & Susie Conway,timtroyr@hotmail.com,,Chule Walker,Lexington,Commercial,(336) 986-0876,760 Terrace Drive,NC,27295,1976-08-20,,,,
Alex Watson,Active Client,12,Karly Curran,2HRG6F7PCAXV,,3796,Single,National Ins Assn,Commercial Auto,2018-07-03,2019-07-03,Kent Weber,Victoria Roseboro & Tammy Perez,retoh@optonline.net,,Victoria Roseboro,Winston Salem,Commercial,(336) 399-1726,4835 Country Club Rd,NC,27104,1976-08-20,,,,
Alex Watson,Active Client,12,Galina Donelan,P6FYIFCTDRVC,,1500,Single,Builders Mut Ins Co,Worker's Compensation,2018-08-22,2019-08-22,Kenny Raymond,Jane North & Arthur Snow,ismail@att.net,,Jane North,,Commercial,(336) 971-8055,,,,1975-07-11,,,,
Alex Watson,Active Client,12,Elly Paolucci,A5UO8CAHFDF5,,2856,Package,Nationwide Mut Ins Co,Commercial Package,2018-06-12,2019-06-12,Dustin Lowe,Wendy Ranadive & Sydney Butler,jguyer@me.com,,Wendy Ranadive,Charlotte,Commercial,(704) 308-6420,1816 Rice Planters Rd,NC,28273-3894,1975-07-11,,,,
Alex Watson,Active Client,12,Deandre Prude,Q519UE02JVD7,,1131,Single,Builders Mut Ins Co,Worker's Compensation,2018-06-12,2019-06-12,Maggie Gilbert,Ricky Seamon & Jaclyn Delgado,goresky@mac.com,,Ricky Seamon,Charlotte,Commercial,(704) 308-6420,1816 Rice Planters Rd,NC,28273-3894,1964-05-11,,,,
Alex Watson,Active Client,12,Mercedes Borda,U3BPS9H317C2,,3869,Single,Progressive Southeastern Ins Co,Commercial Auto,2018-04-23,2019-04-23,Deann Greer,Marion Jones & Yvonne Adams,ccohen@msn.com,,Marion Jones,Winston Salem,Commercial,(336) 391-0009,1959 Ardmore Rd,NC,27127,1958-11-23,,,,
Alex Watson,Active Client,12,Matilde Ingraham,KV373F2RCWZ1,,5716,Package,Nationwide Mut Fire Ins Co,Commercial Package,2018-09-22,2019-09-22,Dirk Newton,Lorenzo Wesley & Alisha Flores,madanm@gmail.com,,Lorenzo Wesley,Winston Salem,Commercial,(336) 749-7250,4655 Brownsboro Rd,NC,27106-3409,1958-11-23,,,,
Alex Watson,Active Client,12,Marquita Muldowney,9VNGO41UJYYD,,2701,Package,Nationwide Mut Fire Ins Co_Copy,Commercial Package,2018-09-22,2019-09-22,Korey Romero,Lois Powers & Elton Diaz,rfisher@hotmail.com,,Lois Powers,Winston Salem,Commercial,(336) 749-7250,4655 Brownsboro Rd,NC,27106-3409,1975-07-11,,,,
Alex Watson,Active Client,12,Rosette Lucia,PJKH6CLD239W,,2701,Package,Nationwide Mut Fire Ins Co_Copy,Commercial Package,2018-09-22,2019-09-22,Adrian Roy,Elizabeth Wynne & Tuan Decker,shazow@icloud.com,,Elizabeth Wynne,Winston Salem,Commercial,(336) 749-7250,4655 Brownsboro Rd,NC,27106-3409,1975-07-11,,,,
Alex Watson,Active Client,12,Vivienne Rulison,0K434PXO4237,,29519,Package,Nationwide Mut Ins Co,Commercial Package,2018-07-01,2019-07-01,Erwin Barker,Wayne Tinnin & George Poole,koudas@verizon.net,,Wayne Tinnin,Greensboro,Commercial,(336) 458-0826,826 N Elm St Ste 200,NC,27401-1502,1961-10-23,,,,
Alex Watson,Active Client,12,Rosalee Gilford,QKZKZ7ZYLMTM,,5614.59,Package,HANOVER,Commercial Package,2018-08-06,2019-08-06,Delmer Byrd,Ramsey Caudle & Darius Ryan,jpflip@msn.com,,Ramsey Caudle,mocksville,Commercial,(336) 413-7932,302 colin creek trail,NC,27028,1961-10-23,,,,
Alex Watson,Active Client,12,Alfredo Condit,G43UBSI0PY6H,,775,Single,Nationwide Mut Fire Ins Co_Copy,General Liability,2018-12-01,2019-12-01,Kenton Curtis,Jewel Reaves & Pedro Clayton,report@optonline.net,,Jewel Reaves,Winston Salem,Commercial,(336) 893-6943,206 MILLERS CREEK DR,NC,27127,1979-02-21,,,,
Alex Watson,Active Client,12,Phil Chico,3UMIX1NV7ZEN,,1037,Single,Nationwide Gen Ins Co,Commercial Auto,2018-03-04,2019-03-04,Randy Moss,Phillip Lanier & Frank Wright,dgatwood@att.net,,Phillip Lanier,Winston Salem,Commercial,(336) 893-6943,206 MILLERS CREEK DR,NC,27127,1979-02-21,,,,
Alex Watson,Active Client,12,Brandie Placencia,D7MXCVOWJP5N,,1009.15,Single,Nationwide Gen Ins Co_Copy,Commercial Auto,2019-03-04,2020-03-04,Reuben Stokes,Barry Fagg & Mindy Baldwin,crimsane@comcast.net,,Barry Fagg,Winston Salem,Commercial,(336) 893-6943,206 MILLERS CREEK DR,NC,27127,1979-02-21,,,,
Alex Watson,Active Client,12,Sol Birney,5TLFIUN6UDMR,,14520,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-12-31,2019-12-31,Donnie Key,Benjamin Baker & Walker Lucero,sriha@aol.com,,Benjamin Baker,Winston Salem,Commercial,(336) 724-1721,2700 Boulder Park Ct,NC,27101-4776,1979-02-21,,,,
Alex Watson,Active Client,12,Yee Ribble,P90113FX8PZ1,,68138,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-12-31,2019-12-31,Richie Young,Peggy Garrell & Alisa Roth,dinther@comcast.net,,Peggy Garrell,Winston Salem,Commercial,(336) 724-1721,2700 Boulder Park Ct,NC,27101-4776,1970-01-07,,,,
Alex Watson,Active Client,6,Carmella Landers,RJFADMRO26FR,,242.82,Single,Nationwide Gen Ins Co_Copy,Personal Auto,2019-01-07,2019-07-07,Troy Norton,Kenneth Shore & Greg Dunlap,ramollin@hotmail.com,,Kenneth Shore,PFAFFTOWN,Commercial,(336) 923-2247,6506 SKYLARK RD,NC,27040-7419,1970-01-07,,,,
Alex Watson,Active Client,12,Jared Roan,4HTE7CDAC8O9,,166.01,Single,Nationwide Prop & Cas Ins Co,Watercraft (Small Boat),2018-06-02,2019-06-02,Burton Stanley,E Griffin & Pat Giles,mcrawfor@verizon.net,,E Griffin,PFAFFTOWN,Commercial,(336) 923-2247,6506 SKYLARK RD,NC,27040-7419,1959-09-03,,,,
Alex Watson,Active Client,12,Victorina Ebert,THN4OMQR12LY,,923.39,Single,Scottsdale Ins Co,General Liability,2018-09-07,2019-09-07,Rick Kramer,Wilmer Woodruff & Wilda Hayes,munge@yahoo.ca,,Wilmer Woodruff,Winston Salem,Commercial,(336) 287-1292,143 Holbrook St.,NC,27107,1975-12-14,,,,
Alex Watson,Active Client,12,Emiko Lobo,LEQ6A3OTBEGB,,1716,Single,Scottsdale Ins Co,Excess Liability,2018-09-07,2019-09-07,Scott Chang,Ishmail Smith & Monte Rice,gozer@hotmail.com,,Ishmail Smith,Winston Salem,Commercial,(336) 287-1292,143 Holbrook St.,NC,27107,1975-12-14,,,,
Alex Watson,Active Client,12,Xavier Hughes,FOG3JEFNNNLZ,,100,Single,Nationwide Mut Ins Co_Copy,Bond,2019-02-01,2020-02-01,Maria Patton,James Glenn & Joni Myers,airship@comcast.net,,James Glenn,Welcome,Commercial,(336) 722-4129,P.O. BOX 450,NC,27374-0450,1993-10-09,,,,
Alex Watson,Active Client,12,Aubrey Loder,H9LGI5JW5TUH,,133736,Package,Nationwide Mut Ins Co,Commercial Package,2018-09-14,2019-09-14,Loren Buckley,Robert Harkrader & Lorna Fields,ismail@live.com,,Robert Harkrader,Welcome,Commercial,(336) 722-4129,P.O. BOX 450,NC,27374-0450,1993-10-09,,,,
Alex Watson,Active Client,12,Dayle Mckeithan,6CXB4WTQC50B,,77991,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-09-14,2019-09-14,Kory Vazquez,Lewis Smith & Petra Mueller,isorashi@verizon.net,,Lewis Smith,Welcome,Commercial,(336) 722-4129,P.O. BOX 450,NC,27374-0450,1960-11-18,,,,
Alex Watson,Active Client,12,Lurlene Raynes,SU9PQV6YLFED,,69000,Single,K & K Insurance,Commercial Auto,2018-03-07,2019-03-07,Rupert Petty,Melba Johnson & Stacey Fox,jsnover@outlook.com,,Melba Johnson,Welcome,Commercial,(336) 722-4129,P.O. BOX 450,NC,27374-0450,1949-05-11,,,,
Alex Watson,Active Client,12,Alton Shute,87B1LAMYVU2S,,29000,Single,K & K Insurance,Commercial Inland Marine,2018-03-07,2019-03-07,Darcy Brown,Charles Hunter & Hoyt Lynch,hakim@hotmail.com,,Charles Hunter,Welcome,Commercial,(336) 722-4129,P.O. BOX 450,NC,27374-0450,1949-05-11,,,,
Alex Watson,Active Client,12,Vasiliki Stiefel,FWTHJ3G0LWJ3,,4371,Single,K & K Insurance,Commercial Auto,2018-09-26,2019-09-26,Fay Herring,Tony Whitaker & Meagan Barnes,bolow@optonline.net,,Tony Whitaker,Welcome,Commercial,(336) 722-4129,P.O. BOX 450,NC,27374-0450,1949-05-11,,,,
Alex Watson,Active Client,12,Ignacio Lewellen,L1UQ2SP8YPV6,,4375,Single,Atlantic Cas Ins Co,Commercial Auto,2018-09-30,2019-09-30,Kelvin Ramirez,David Reese & Sammy Kaufman,grothoff@verizon.net,,David Reese,,Commercial,(336) 250-7746,,,,1949-05-11,,,,
Alex Watson,Active Client,12,Brice Delatorre,ZK0QS85CPXHG,,1201,Single,Tarheel Insurance,Worker's Compensation,2018-05-12,2019-05-12,Dwain Reid,Samuel Richardson & Lionel Sampson,jbailie@optonline.net,,Samuel Richardson,Pilot Mountain,Commercial,(336) 413-9530,P.O. BOX 58,NC,27041-0058,1949-05-11,,,,
Alex Watson,Active Client,12,Leonardo Setser,ETAHZZQHKHZ3,,1404,Package,Nationwide Mut Ins Co,Commercial Package,2018-05-09,2019-05-09,Evan Larsen,Deborah Tester & Juana Jimenez,dogdude@comcast.net,,Deborah Tester,Pilot Mountain,Commercial,(336) 413-9530,P.O. BOX 58,NC,27041-0058,1949-05-11,,,,
Alex Watson,Active Client,12,Colene Dinapoli,KBCSN9A1R924,,550,Single,Nationwide Gen Ins Co,Business Owners,2018-11-14,2019-11-14,Reba Moses,Lauren Anderson & Kim Morales,amaranth@comcast.net,,Lauren Anderson,Clemmons,Commercial,(336) 778-0132,6255 Towncenter Dr # 670,NC,27012-9376,1964-10-19,,,,
Alex Watson,Active Client,12,Shara Sayer,BHGY8TQDFZLI,,18995,Single,Tarheel Insurance,Worker's Compensation,2018-05-26,2019-05-26,Althea Crane,Stephen T & Susana Navarro,jbuchana@yahoo.com,,Stephen T,Clyde,Commercial,(828) 627-0001,P.O. BOX 1079,NC,28721-1079,1992-03-01,,,,
Alex Watson,Active Client,12,Mica Maly,OU0EWN3U5HBQ,,26684,Package,Nationwide Mut Ins Co,Commercial Package,2018-05-26,2019-05-26,Beau Hoffman,Qualifying Profiles & Jeramy Moreno,howler@outlook.com,,Qualifying Profiles,Clyde,Commercial,(828) 627-0001,P.O. BOX 1079,NC,28721-1079,1992-03-01,,,,
Alex Watson,Active Client,12,Roy Dries,3NBLZ0PW5Z8P,,28120,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-05-26,2019-05-26,Darwin Miranda,Jerry Treadway & Dale Drake,satch@outlook.com,,Jerry Treadway,Clyde,Commercial,(828) 627-0001,P.O. BOX 1079,NC,28721-1079,1982-09-27,,,,
Alex Watson,Active Client,12,Quinton Spece,UQ94S5WZH611,,28120,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-05-26,2019-05-26,Shana Glenn,Bobby Wolfington & Lolita Moran,rgarcia@outlook.com,,Bobby Wolfington,Clyde,Commercial,(828) 627-0001,P.O. BOX 1079,NC,28721-1079,1982-09-27,,,,
Alex Watson,Active Client,12,Lucius Mease,NJFFWJLSE41Z,,100,Single,Nationwide Mut Ins Co,Bond,2018-09-26,2019-09-26,Marty Rhodes,Roger Horton & Ramona Lee,cderoove@mac.com,,Roger Horton,,Commercial,(248) 470-8119,,,,1990-09-28,,,,
Alex Watson,Active Client,12,Irvin Cline,LB4L4QNZ3MJ3,,9309,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-12-31,2019-12-31,Evelyn Cannon,Robert Badger & Raul Frye,mccurley@hotmail.com,,Robert Badger,Gray,Commercial,(423) 676-1305,118 Austin Ridge Ct,TN,37615-2585,1981-07-05,,,,
Alex Watson,Active Client,12,Annalisa Rendon,PSD92RQNPE4T,,9309,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-12-31,2019-12-31,Sam Sims,Sharon Bennett & Dino Castro,sherzodr@aol.com,,Sharon Bennett,Gray,Commercial,(423) 676-1305,P.O. BOX 8201,TN,37615-0201,1972-05-27,,,,
Alex Watson,Active Client,12,Emmaline Ceja,U7PP3O8GMRZX,,9309,Package,Underwriting,Commercial Package,2018-12-31,2019-12-31,Velma Glover,Margarett Roseboro & Wendy Wyatt,dmiller@me.com,,Margarett Roseboro,Gray,Commercial,(423) 676-1305,118 Austin Ridge Ct,TN,37615-2585,1969-11-23,,,,
Alex Watson,Active Client,12,Fransisca Mach,83EREAUBEYLV,,9309,Package,Underwriting,Commercial Package,2018-12-31,2019-12-31,Jerome Parks,William Carothers & Muriel Pitts,speeves@comcast.net,,William Carothers,Gray,Commercial,(423) 676-1305,P.O. BOX 8201,TN,37615-0201,1952-02-29,,,,
Alex Watson,Active Client,12,Carlos Ericsson,44868X63PFEK,,9309,Package,Underwriting,Commercial Package,2018-12-31,2019-12-31,Geneva Banks,William Frederick & Monty Odom,rwelty@sbcglobal.net,,William Frederick,Gray,Commercial,(423) 676-1305,118 Austin Ridge Ct,TN,37615-2585,1952-02-29,,,,
Alex Watson,Active Client,12,Hoyt Pressler,OIXX5S2II6VH,,9309,Package,Underwriting,Commercial Package,2018-12-31,2019-12-31,Deanna Li,Shunta Mason & Milton Waters,miami@msn.com,,Shunta Mason,Gray,Commercial,(423) 676-1305,P.O. BOX 8201,TN,37615-0201,1952-02-29,,,,
Alex Watson,Active Client,12,Alayna Meekins,RNRKS3QH54LM,,650,Single,Amco Ins Co,General Liability,2018-05-04,2019-05-04,Junior Kane,Francis Frye & Leif Lane,elflord@gmail.com,,Francis Frye,Winston Salem,Commercial,(336) 602-6116,4633 Crestview Dr,NC,27103-5335,1952-02-29,,,,
Alex Watson,Active Client,12,Cindi Paschall,FB99S13NQ2Z8,,39566,Package,Nationwide Mut Ins Co,Commercial Package,2018-04-13,2019-04-13,Jerry Vega,Susan Williamson & Elsie Ellis,godeke@yahoo.com,,Susan Williamson,Greensboro,Commercial,(336) 834-8142,7347 W Friendly Ave Ste J,NC,27410-6254,1997-02-11,,,,
Alex Watson,Active Client,12,Tennille Brinkerhoff,IYGWVPGRONY3,,15513,Single,Builders Mut Ins Co,Worker's Compensation,2018-04-13,2019-04-13,Tami Ellison,Jean Fordham & Britt Perkins,mrobshaw@verizon.net,,Jean Fordham,Greensboro,Commercial,(336) 834-8142,7347 W Friendly Ave Ste J,NC,27410-6254,1993-09-02,,,,
Alex Watson,Active Client,12,Crista Manuel,H211PK32H66I,,3273,Package,Nationwide Mut Ins Co,Commercial Package,2018-03-12,2019-03-12,Molly Eaton,Juan Castellano Torres & Tessa Suarez,tedrlord@sbcglobal.net,,Juan Castellano Torres,Winston Salem,Commercial,(336) 784-6268,1920 Chateau Rdg,NC,27103-5816,1969-11-28,,,,
Alex Watson,Active Client,12,Justine Hockenberry,4SBZHQ0DWTB2,,3774,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2019-03-12,2020-03-12,Gordon Carey,William Morris & Hunter Santana,pierce@icloud.com,,William Morris,Winston Salem,Commercial,(336) 784-6268,1920 Chateau Rdg,NC,27103-5816,1969-11-28,,,,
Alex Watson,Active Client,12,Felicidad Krahn,FUOSYZ92RIL4,,543,Single,Amtrust Group,Business Owners,2018-07-01,2019-07-01,Cliff Alvarez,Jeffery Clark & Helga Lindsey,mrobshaw@mac.com,,Jeffery Clark,RALEIGH,Commercial,(919) 522-0485,7801 HEMLOCK CT,NC,27615,1969-11-28,,,,
Alex Watson,Active Client,12,Anita Vanderbilt,MKY2VMZ8Z6JW,,152,Single,Amtrust Group,Worker's Compensation,2018-07-01,2019-07-01,Jan Hensley,Robin Jones & Vern Bonilla,treit@gmail.com,,Robin Jones,RALEIGH,Commercial,(919) 522-0485,7801 HEMLOCK CT,NC,27615,1963-07-04,,,,
Alex Watson,Active Client,12,Zaida Densmore,0SL99CRO4HLV,,10300,Single,Tarheel Insurance,Worker's Compensation,2018-06-27,2019-06-27,Cara Mccoy,Caldwell Dba Caldwell Communi & Jerald Medina,mwitte@msn.com,,Caldwell Dba Caldwell Communi,Asheville,Commercial,(828) 231-0493,82 Maney AVe,NC,28804,1963-07-04,,,,
Alex Watson,Active Client,12,Weston Ellinger,I8PDQBJ71BU4,,680.46,Single,Nautilus Ins Co,General Liability,2018-04-16,2019-04-16,Harley Kerr,Tammy Medford & Vaughn Nolan,tokuhirom@me.com,,Tammy Medford,,Commercial,(336) 972-1444,,,,1991-06-24,,,,
Alex Watson,Active Client,12,Isabell Nourse,25PL45JJ0R3L,,3994,Single,Nationwide Gen Ins Co,Business Owners,2018-04-27,2019-04-27,Todd Mckee,Tammy Tuttle & Terra Jacobs,mailarc@me.com,,Tammy Tuttle,Winston Salem,Commercial,(336) 414-7505,P.O. BOX 26104,NC,27114-6104,1972-04-22,,,,
Alex Watson,Active Client,6,Karly Curran,TL30UITLNK43,,2457.26,Single,Nationwide Gen Ins Co_Copy,Personal Auto,2019-01-25,2019-07-25,Sherri Austin,Tiffany Moore & Aimee Garcia,jesse@att.net,,Tiffany Moore,Winston Salem,Commercial,(336) 749-1615,926 Goodwood Rd,NC,27106-5603,1972-04-22,,,,
Alex Watson,Active Client,12,Galina Donelan,ZG9KYH9HZRIJ,,1074,Single,Nationwide Gen Ins Co,Business Owners,2018-09-09,2019-09-09,Lacy Gibson,Connie Hamlin & Eva Golden,mobileip@sbcglobal.net,,Connie Hamlin,Winston Salem,Commercial,(336) 749-1615,926 Goodwood Rd,NC,27106-5603,1972-04-22,,,,
Alex Watson,Active Client,12,Elly Paolucci,LY1DBKXTOITO,,9869,Single,Nationwide Mut Ins Co_Copy,Business Owners,2018-11-21,2019-11-21,Wyatt Holland,Jane Tabat & Mervin Escobar,mahbub@outlook.com,,Jane Tabat,Winston Salem,Commercial,(336) 749-1615,926 Goodwood Rd,NC,27106-5603,1972-04-22,,,,
Alex Watson,Active Client,12,Deandre Prude,HGKU367IPGAL,,250,Single,Travelers Prop Cas Co Of Amer,General Liability,2018-06-25,2019-06-25,Kris Owen,Gregory Wynne & Buddy Cain,carmena@verizon.net,,Gregory Wynne,Lewisville,Commercial,(336) 407-1700,7130 Shallowford Rd,NC,27023,1991-12-13,,,,
Alex Watson,Active Client,12,Mercedes Borda,CD1DOGR36JEP,,21371,Package,Nationwide Mut Ins Co,Commercial Package,2018-04-09,2019-04-09,Luann Summers,Theartis Dunlap & Hayden Rios,noahb@verizon.net,,Theartis Dunlap,Welcome,Commercial,(336) 788-2533,P.O. BOX 1985,NC,27374-1985,1990-12-29,,,,
Alex Watson,Active Client,12,Matilde Ingraham,WCWK0EZZDGJP,,20897,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-04-09,2019-04-09,Opal Orozco,Malvin Barnes & Lance Mckee,mhassel@yahoo.ca,,Malvin Barnes,Welcome,Commercial,(336) 788-2533,P.O. BOX 1985,NC,27374-1985,1963-12-04,,,,
Alex Watson,Active Client,12,Marquita Muldowney,HS3M8QOAI7W3,,24000,Single,Amtrust Group,Worker's Compensation,2018-04-09,2019-04-09,Bobbi Moore,Sheree Brockway & Janice Vance,matsn@sbcglobal.net,,Sheree Brockway,Welcome,Commercial,(336) 788-2533,P.O. BOX 1985,NC,27374-1985,1963-12-04,,,,
Alex Watson,Active Client,12,Rosette Lucia,TEJCYP5NUPQR,,3704,Package,Nationwide Mut Ins Co,Commercial Package,2018-08-16,2019-08-16,Lola Yu,Tracey Patrick & Olivia Pratt,druschel@comcast.net,,Tracey Patrick,Winston-salem,Commercial,(336) 391-6349,656 Hanes Mall Blvd,NC,27103-5670,1963-12-04,,,,
Alex Watson,Active Client,12,Vivienne Rulison,0YRJORLETMIL,,3319,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-08-16,2019-08-16,Jesus Chase,Stephanie William Spence & Naomi Hodge,jbarta@me.com,,Stephanie William Spence,Winston-salem,Commercial,(336) 391-6349,656 Hanes Mall Blvd,NC,27103-5670,1963-12-04,,,,
Alex Watson,Active Client,12,Rosalee Gilford,MJO0DSDY9BZ1,,3319,Package,Nationwide Mut Ins Co_Copy,Commercial Package,2018-08-16,2019-08-16,Beulah Osborne,Rosie Steelman & Maxine Morgan,skajan@me.com,,Rosie Steelman,Winston-salem,Commercial,(336) 391-6349,656 Hanes Mall Blvd,NC,27103-5670,1963-12-04,,,,
Alex Watson,Active Client,12,Alfredo Condit,ZVLL2YXIHQ15,,500,Single,Nationwide Mut Fire Ins Co_Copy,General Liability,2019-01-31,2020-01-31,Selma Arnold,Wendy Hale & Reed Mcguire,xtang@att.net,,Wendy Hale,Winston Salem,Commercial,(336) 577-2223,250 Stanaford Rd,NC,27104-2723,1963-12-04,,,,
